,pdq,PDQS,aic,bic
972,"(4, 1, 1)","(3, 0, 0, 12)",50.971510280270195,100.66337210206335
973,"(4, 1, 2)","(3, 0, 0, 12)",113.84166638920726,169.05484619119966
974,"(4, 1, 3)","(3, 0, 0, 12)",46.51080548072241,107.24530326291405
975,"(4, 1, 4)","(3, 0, 0, 12)",28.850129716779634,95.10594547917052
976,"(1, 1, 1)","(3, 0, 0, 24)",-112.84526150195052,-79.71735362075508
977,"(1, 1, 2)","(3, 0, 0, 24)",-134.13501768050378,-95.4857918191091
978,"(1, 1, 3)","(3, 0, 0, 24)",-132.7973588514219,-88.626815009828
979,"(1, 1, 4)","(3, 0, 0, 24)",-171.64656343629161,-121.95470161449846
980,"(2, 1, 1)","(3, 0, 0, 24)",-130.15423804876417,-91.50501218736949
981,"(2, 1, 2)","(3, 0, 0, 24)",-175.4916493095004,-131.32110546790648
982,"(2, 1, 3)","(3, 0, 0, 24)",-131.1420931395292,-81.45023131773605
983,"(2, 1, 4)","(3, 0, 0, 24)",-144.26647906066353,-89.05329925867113
984,"(3, 1, 1)","(3, 0, 0, 24)",-128.15901641948108,-83.98847257788717
985,"(3, 1, 2)","(3, 0, 0, 24)",-131.20101600323187,-81.50915418143872
986,"(3, 1, 3)","(3, 0, 0, 24)",-154.49871702661608,-99.28553722462368
987,"(3, 1, 4)","(3, 0, 0, 24)",-146.64692411069393,-85.91242632850229
988,"(4, 1, 1)","(3, 0, 0, 24)",-163.26210531591255,-113.5702434941194
989,"(4, 1, 2)","(3, 0, 0, 24)",-144.9703655023859,-89.7571857003935
990,"(4, 1, 3)","(3, 0, 0, 24)",-147.23360916747612,-86.49911138528448
991,"(4, 1, 4)","(3, 0, 0, 24)",-173.63674511373813,-107.38092935134725
992,"(1, 1, 1)","(3, 0, 1, 12)",-142.9495009070119,-104.30027504561721
993,"(1, 1, 2)","(3, 0, 1, 12)",-180.0979970465376,-135.9274532049437
994,"(1, 1, 3)","(3, 0, 1, 12)",-167.1680884654582,-117.47622664366504
995,"(1, 1, 4)","(3, 0, 1, 12)",-227.22318998626875,-172.01001018427635
996,"(2, 1, 1)","(3, 0, 1, 12)",-184.255005270808,-140.0844614292141
997,"(2, 1, 2)","(3, 0, 1, 12)",-187.11708160017528,-137.42521977838214
998,"(2, 1, 3)","(3, 0, 1, 12)",-177.8800364396564,-122.66685663766401
999,"(2, 1, 4)","(3, 0, 1, 12)",-182.98592231683784,-122.2514245346462
1000,"(3, 1, 1)","(3, 0, 1, 12)",-208.21275280800387,-158.5208909862107
1001,"(3, 1, 2)","(3, 0, 1, 12)",-182.16938338812668,-126.95620358613428
1002,"(3, 1, 3)","(3, 0, 1, 12)",-210.29137487452343,-149.55687709233177
1003,"(3, 1, 4)","(3, 0, 1, 12)",-218.1182375264195,-151.86242176402862
1004,"(4, 1, 1)","(3, 0, 1, 12)",-210.22316450994788,-155.00998470795548
1005,"(4, 1, 2)","(3, 0, 1, 12)",-176.96662486208157,-116.23212707988993
1006,"(4, 1, 3)","(3, 0, 1, 12)",-111.09567246499222,-44.83985670260134
1007,"(4, 1, 4)","(3, 0, 1, 12)",-213.4167689905325,-141.63963524794235
1008,"(1, 1, 1)","(3, 0, 1, 24)",-373.0444913551899,-334.39526549379525
1009,"(1, 1, 2)","(3, 0, 1, 24)",-395.16233752603256,-350.9917936844386
1010,"(1, 1, 3)","(3, 0, 1, 24)",-392.9192785845534,-343.22741676276024
1011,"(1, 1, 4)","(3, 0, 1, 24)",-409.6008476580621,-354.3876678560697
1012,"(2, 1, 1)","(3, 0, 1, 24)",-391.8300492522768,-347.65950541068287
1013,"(2, 1, 2)","(3, 0, 1, 24)",-408.4856627544529,-358.79380093265974
1014,"(2, 1, 3)","(3, 0, 1, 24)",-391.2589810850819,-336.04580128308953
1015,"(2, 1, 4)","(3, 0, 1, 24)",-403.04818589760293,-342.3136881154113
1016,"(3, 1, 1)","(3, 0, 1, 24)",-389.43641423030874,-339.7445524085156
1017,"(3, 1, 2)","(3, 0, 1, 24)",-390.54996537449506,-335.33678557250266
1018,"(3, 1, 3)","(3, 0, 1, 24)",-402.71513592419353,-341.9806381420019
1019,"(3, 1, 4)","(3, 0, 1, 24)",-398.78466577529974,-332.52885001290883
1020,"(4, 1, 1)","(3, 0, 1, 24)",-396.2631097080606,-341.0499299060682
1021,"(4, 1, 2)","(3, 0, 1, 24)",-401.2674780359492,-340.53298025375756
1022,"(4, 1, 3)","(3, 0, 1, 24)",-417.84073153377585,-351.584915771385
1023,"(4, 1, 4)","(3, 0, 1, 24)",-403.8199846415906,-332.0428508990005
1024,"(1, 1, 1)","(3, 0, 2, 12)",-375.47420019206265,-331.3036563504687
1025,"(1, 1, 2)","(3, 0, 2, 12)",-399.19492326678653,-349.50306144499336
1026,"(1, 1, 3)","(3, 0, 2, 12)",-397.0445068410673,-341.8313270390749
1027,"(1, 1, 4)","(3, 0, 2, 12)",-419.1037453022888,-358.3692475200972
1028,"(2, 1, 1)","(3, 0, 2, 12)",-395.5096252270383,-345.81776340524516
1029,"(2, 1, 2)","(3, 0, 2, 12)",-404.2810492773347,-349.0678694753423
1030,"(2, 1, 3)","(3, 0, 2, 12)",-394.7830154420085,-334.04851765981687
1031,"(2, 1, 4)","(3, 0, 2, 12)",-406.5055263512844,-340.24971058889355
1032,"(3, 1, 1)","(3, 0, 2, 12)",-393.5689105035776,-338.35573070158523
1033,"(3, 1, 2)","(3, 0, 2, 12)",-394.63244293059176,-333.89794514840014
1034,"(3, 1, 3)","(3, 0, 2, 12)",-401.4713504342062,-335.21553467181536
1035,"(3, 1, 4)","(3, 0, 2, 12)",-401.8705401106222,-330.09340636803205
1036,"(4, 1, 1)","(3, 0, 2, 12)",-396.14822181095445,-335.41372402876283
1037,"(4, 1, 2)","(3, 0, 2, 12)",-403.7570395101832,-337.5012237477923
1038,"(4, 1, 3)","(3, 0, 2, 12)",-414.5219225515557,-342.74478880896555
1039,"(4, 1, 4)","(3, 0, 2, 12)",-417.092540396858,-339.79408867406863
1040,"(1, 1, 1)","(3, 0, 2, 24)",-366.88848771819187,-322.71794387659793
1041,"(1, 1, 2)","(3, 0, 2, 24)",-388.8163594881248,-339.12449766633165
